CustomerID,Age,Gender,Income,VisitFrequency,AverageSpend,PreferredCuisine,TimeOfVisit,GroupSize,DiningOccasion,MealType,OnlineReservation,DeliveryOrder,WaitTime,ServiceRating,FoodRating,HighSatisfaction
892,37,Female,149658,Daily,24.91968206,Chinese,Breakfast,9,Celebration,Dine-in,1,0,7.846623377,5,4,1
893,56,Female,78086,Daily,144.8238696,Chinese,Dinner,5,Celebration,Dine-in,0,1,42.2534709,3,1,0
894,24,Male,50879,Weekly,19.17264245,Mexican,Breakfast,7,Casual,Dine-in,0,1,23.67784498,1,3,0
895,36,Male,89941,Daily,85.44055182,Chinese,Lunch,5,Business,Dine-in,0,1,28.53224865,4,2,0
896,47,Female,111573,Monthly,67.99235342,Mexican,Breakfast,2,Casual,Dine-in,0,1,12.83129493,2,3,0
897,18,Male,72238,Monthly,62.12031773,American,Breakfast,4,Celebration,Takeaway,1,1,50.79469985,1,5,0
898,66,Female,117916,Weekly,33.67807208,Mexican,Dinner,2,Celebration,Dine-in,1,1,8.847471839,2,1,1
899,57,Male,27829,Monthly,19.17556856,Mexican,Breakfast,8,Casual,Dine-in,1,1,49.53243259,5,4,0
900,37,Female,22230,Weekly,179.3577899,Mexican,Dinner,6,Celebration,Dine-in,0,0,14.12293613,2,3,0
901,23,Female,77844,Weekly,113.7179487,Indian,Breakfast,1,Casual,Takeaway,1,1,54.59796892,5,4,0
902,43,Female,149118,Weekly,90.35308748,Italian,Breakfast,8,Casual,Dine-in,1,1,38.4915613,2,1,0
903,40,Male,67199,Weekly,12.50985356,Italian,Breakfast,2,Business,Takeaway,0,0,48.62787468,3,4,0
904,29,Female,86899,Weekly,176.2706455,Chinese,Lunch,7,Business,Dine-in,0,0,27.84380221,1,2,0
905,36,Male,94510,Rarely,120.2709485,Indian,Breakfast,7,Celebration,Takeaway,1,0,48.32593553,2,3,0
906,28,Male,98058,Daily,74.71047144,American,Dinner,2,Business,Takeaway,0,1,37.70619763,4,3,0
907,18,Male,33736,Weekly,164.9574666,Mexican,Breakfast,8,Celebration,Dine-in,0,1,9.708082084,3,5,0
908,42,Male,124552,Weekly,131.6696702,Chinese,Dinner,9,Celebration,Takeaway,0,1,4.837923982,1,2,0
909,45,Male,35395,Rarely,190.8844222,Chinese,Dinner,4,Casual,Dine-in,0,0,46.5257053,1,1,0
910,64,Female,146852,,26.71701863,American,Dinner,2,Casual,Dine-in,0,0,41.75420025,1,1,0
911,69,Female,71808,Weekly,140.8388472,American,Breakfast,3,Business,Takeaway,0,0,10.12925921,5,5,1
912,68,Female,35185,Weekly,86.66911904,Mexican,Breakfast,4,Casual,Takeaway,1,1,10.07937259,3,5,1
913,55,Female,21676,Weekly,96.74964613,American,Dinner,7,Celebration,Takeaway,0,0,45.73412372,4,1,0
914,46,Male,127276,Weekly,164.382347,American,Breakfast,3,Celebration,Dine-in,0,0,33.41491345,4,5,1
915,53,Male,102136,Weekly,154.7294605,Indian,Lunch,4,Casual,Dine-in,0,1,12.74638265,4,2,0
916,66,Female,89919,Daily,59.16874126,Italian,Breakfast,1,Celebration,Dine-in,0,0,7.784940241,4,4,1
917,27,Female,28317,Daily,56.02901183,Indian,Breakfast,2,Casual,Dine-in,1,1,11.04026132,4,1,0
918,68,Female,49070,Weekly,123.9753335,Indian,Dinner,7,Business,Takeaway,1,0,22.52611769,5,1,0
919,44,Female,36731,Weekly,138.7091003,Chinese,Lunch,5,Casual,Dine-in,0,0,49.12511624,1,5,0
920,69,Female,132180,Weekly,37.66229389,Italian,Lunch,3,Celebration,Dine-in,1,1,30.15279749,3,2,0
921,51,Male,98793,Weekly,102.8489744,Mexican,Lunch,8,Business,Dine-in,0,0,49.34054767,4,4,0
922,66,Male,32487,Monthly,53.28071187,American,Dinner,1,Celebration,Takeaway,0,1,14.220372,3,2,0
923,18,Female,37819,,186.8080025,Chinese,Dinner,7,Casual,Dine-in,0,0,14.20697699,2,4,0
924,25,Male,26355,Monthly,69.62698685,Italian,Lunch,2,Casual,Dine-in,0,0,42.41705969,3,1,0
925,54,Male,86543,Weekly,152.5076398,Chinese,Breakfast,5,Business,Dine-in,0,0,56.5905258,5,1,0
926,67,Male,117648,Weekly,94.40441844,Italian,Breakfast,2,Business,Dine-in,0,0,29.122311,1,5,0
927,55,Male,118250,Monthly,192.3344625,Chinese,Dinner,7,Celebration,Dine-in,0,1,27.53698001,5,5,1
928,23,Female,105464,Daily,44.14959955,Mexican,Lunch,9,Celebration,Takeaway,0,0,40.52250998,2,1,0
929,38,Male,51873,Daily,140.1668155,Italian,Lunch,7,Business,Dine-in,1,1,21.71101441,2,2,0
930,53,Male,38795,Daily,119.9401323,American,Lunch,3,Casual,Dine-in,1,0,45.65139842,4,1,0
931,28,Male,32355,Weekly,87.75154679,Chinese,Lunch,4,Casual,Dine-in,0,1,59.42732459,5,2,0
932,62,Female,112173,Monthly,74.31785093,American,Dinner,9,Business,Dine-in,0,1,10.69242363,2,3,0
933,26,Female,63111,Rarely,142.710682,Indian,Dinner,9,Business,Dine-in,1,0,22.64363767,4,1,0
934,46,Male,20312,Daily,46.10172985,American,Breakfast,4,Celebration,Dine-in,0,0,0.67403067,1,2,0
935,27,Male,24045,Weekly,16.31277216,Mexican,Lunch,1,Celebration,Takeaway,0,0,57.06419914,5,5,0
936,64,Female,28666,Monthly,76.38581439,Mexican,Breakfast,1,Celebration,Dine-in,0,1,44.73677334,2,2,0
937,41,Female,68313,Weekly,65.17347118,Indian,Breakfast,3,Casual,Takeaway,1,0,40.26281474,2,2,0
938,35,Male,111143,Rarely,39.79443221,Mexican,Lunch,5,Business,Takeaway,0,0,13.53212825,4,3,0
939,62,Male,135545,,32.94708491,Indian,Breakfast,5,Celebration,Takeaway,0,0,14.58191915,5,4,0
940,68,Female,142488,Rarely,134.2541014,Mexican,Breakfast,9,Celebration,Takeaway,1,0,6.407932129,3,4,0
941,50,Female,147673,Monthly,71.97721682,Italian,Lunch,5,Celebration,Dine-in,1,0,37.32229029,2,5,0
942,45,Female,21712,Monthly,116.7042536,Chinese,Breakfast,4,Celebration,Takeaway,1,1,57.96966844,2,3,0
943,45,Female,126811,Rarely,32.99976138,Chinese,Dinner,8,Celebration,Dine-in,1,0,24.10372758,2,5,0
944,37,Female,76586,Daily,162.8296648,Chinese,Breakfast,6,Celebration,Dine-in,0,1,43.67959338,3,4,0
945,53,Male,118602,Daily,102.8277224,Chinese,Dinner,4,Celebration,Dine-in,0,0,21.00564983,1,5,1
946,48,Male,134375,Weekly,35.60818532,Indian,Dinner,3,Business,Dine-in,1,0,4.771248989,1,3,0
947,33,Female,124339,Weekly,78.28989623,Italian,Lunch,2,Business,Takeaway,0,0,51.99130846,4,1,0
948,31,Male,75218,Daily,93.35382848,Italian,Dinner,3,Celebration,Dine-in,0,0,47.08275035,2,1,0
949,56,Male,101953,Rarely,59.87254086,American,Lunch,6,Celebration,Takeaway,0,0,4.773750369,1,4,0
950,54,Female,66418,Weekly,148.8381051,Italian,Dinner,7,Business,Dine-in,0,0,3.447562006,4,1,0
951,56,Male,122101,Weekly,47.1355169,Mexican,Breakfast,4,Business,Takeaway,0,1,8.730503549,4,1,0
952,32,Male,132648,Weekly,135.7284503,Italian,Lunch,3,Celebration,Takeaway,0,0,41.46595884,2,1,0
953,19,Female,45224,Weekly,12.37754037,Chinese,Dinner,2,Celebration,Dine-in,0,0,34.80941944,5,5,0
954,67,Female,144519,Weekly,142.1527069,Italian,Breakfast,5,Casual,Takeaway,0,1,54.50512816,5,2,0
955,56,Male,128066,Rarely,161.5819531,American,Breakfast,9,Celebration,Takeaway,0,0,44.84386248,1,1,0
956,66,Male,65207,Monthly,121.3710638,Chinese,Dinner,7,Casual,Dine-in,1,1,50.1887648,1,5,0
957,19,Female,143152,Weekly,14.93091693,Mexican,Dinner,5,Celebration,Takeaway,0,1,1.327232561,5,3,0
958,51,Female,56931,Rarely,122.3957664,American,Lunch,8,Celebration,Takeaway,0,1,10.7757136,5,3,0
959,44,Female,129502,Rarely,160.3178974,Indian,Breakfast,9,Celebration,Takeaway,1,0,26.33666585,4,2,0
960,54,Female,48233,,31.42432725,American,Lunch,5,Casual,Dine-in,0,0,19.32601298,5,2,0
961,69,Female,33613,Weekly,37.29416539,American,Lunch,3,Casual,Takeaway,0,0,4.40879078,4,1,0
962,35,Female,45915,Rarely,101.063333,Italian,Breakfast,1,Celebration,Dine-in,0,0,15.8081915,5,2,0
963,50,Female,85293,Rarely,162.4213714,Chinese,Breakfast,2,Celebration,Takeaway,0,0,30.61379336,4,1,0
964,35,Male,118376,Monthly,153.1484749,Mexican,Lunch,4,Business,Dine-in,0,1,15.23986015,4,5,0
965,58,Female,128387,Monthly,184.3940263,Italian,Lunch,1,Business,Dine-in,0,1,20.70818553,1,1,0
966,26,Male,124503,Monthly,54.2515072,Mexican,Lunch,3,Business,Takeaway,0,0,24.02855201,4,2,0
967,26,Female,88466,Weekly,180.778517,Italian,Dinner,5,Casual,Dine-in,0,0,31.70068087,2,3,0
968,57,Male,78589,Monthly,134.4857267,Italian,Lunch,4,Business,Dine-in,0,1,3.290394528,5,5,1
969,19,Female,44654,,99.39129786,American,Breakfast,5,Business,Dine-in,0,0,40.2925017,2,4,0
970,49,Female,52752,Monthly,60.89937277,American,Breakfast,9,Celebration,Takeaway,0,0,53.95906128,3,4,0
971,18,Male,101549,Weekly,74.79290288,Italian,Dinner,3,Casual,Dine-in,1,1,0.267691688,1,1,1
972,64,Female,46777,Rarely,89.63506856,Italian,Dinner,8,Business,Dine-in,1,1,27.75634963,5,1,0
973,23,Female,100608,Monthly,94.62495634,Indian,Lunch,6,Casual,Takeaway,0,0,48.66942298,3,4,0
974,52,Female,144610,Daily,133.4562566,Mexican,Lunch,8,Business,Dine-in,1,1,18.11352901,3,1,0
975,63,Male,22861,Rarely,25.77778459,American,Lunch,8,Business,Takeaway,0,0,1.528502053,5,4,0
976,53,Male,65710,Monthly,181.9886224,Mexican,Breakfast,6,Business,Takeaway,0,1,31.670625,1,2,0
977,57,Male,20093,Weekly,166.1651077,Italian,Breakfast,8,Casual,Takeaway,0,0,5.024798318,3,3,0
978,41,Female,134722,Rarely,89.56915262,Indian,Dinner,4,Celebration,Takeaway,0,0,30.24483114,1,2,0
979,28,Female,57083,Weekly,59.54196672,American,Lunch,8,Business,Takeaway,0,0,33.92845537,4,3,0
980,57,Male,55138,Weekly,49.22026882,Chinese,Dinner,9,Celebration,Takeaway,0,0,5.558672209,5,3,0
981,32,Female,96451,Weekly,134.1851988,Italian,Dinner,5,Business,Takeaway,1,0,30.43045939,3,4,0
982,55,Male,44538,Weekly,103.0673486,American,Breakfast,8,Business,Dine-in,0,1,31.91789666,4,3,0
983,20,Male,57386,,114.3294584,Italian,Lunch,8,Casual,Takeaway,0,1,36.24733453,3,5,0
984,59,Female,40510,Weekly,185.9219338,Mexican,Breakfast,9,Casual,Takeaway,0,0,50.25718824,2,3,0
985,60,Male,130223,Monthly,113.4437405,Italian,Lunch,2,Casual,Dine-in,1,1,25.11596714,5,4,1
986,66,Female,35655,Weekly,168.4789634,American,Breakfast,7,Casual,Takeaway,0,0,44.28234944,3,4,0
987,32,Male,52396,Daily,12.40831508,Indian,Lunch,1,Celebration,Takeaway,0,0,31.58312104,3,1,0
988,32,Female,78876,Weekly,169.6905015,Indian,Breakfast,4,Casual,Dine-in,0,1,16.63245371,4,5,1
989,37,Male,57889,Weekly,143.1525949,Chinese,Breakfast,5,Business,Takeaway,0,1,54.84393869,1,2,0
990,63,Female,86031,Rarely,77.70085228,Chinese,Breakfast,4,Celebration,Takeaway,1,1,29.27464136,4,2,1
991,35,Male,54829,Weekly,118.8756463,Italian,Dinner,2,Business,Dine-in,1,1,58.08679196,5,4,1
992,39,Female,138735,Weekly,149.7798052,American,Lunch,5,Business,Takeaway,1,1,56.01931508,3,4,0
993,54,Male,73556,Weekly,115.296806,Indian,Lunch,2,Business,Dine-in,0,1,25.14515892,1,3,0
994,32,Female,28066,Weekly,17.579145,Italian,Lunch,7,Business,Dine-in,1,1,28.75139243,2,1,0
995,42,Male,79689,Rarely,96.11677131,Indian,Dinner,7,Casual,Takeaway,0,1,1.96966334,3,3,0
996,26,Male,30983,Rarely,177.8478651,Indian,Breakfast,8,Casual,Dine-in,1,0,17.39718751,1,1,0
997,53,Male,34411,Weekly,154.4155092,Italian,Lunch,6,Casual,Dine-in,0,0,48.82977394,1,4,0
998,67,Male,52525,Monthly,183.2444705,American,Breakfast,2,Casual,Dine-in,0,1,26.86877455,2,2,0
999,20,Male,125831,,63.69375556,Mexican,Lunch,4,Casual,Takeaway,1,0,31.76272632,1,2,0
1000,37,Female,21182,Weekly,29.44329288,Indian,Lunch,8,Casual,Takeaway,1,0,39.95299137,1,5,0
1001,40,Female,47293,Monthly,79.59858816,Indian,Breakfast,9,Celebration,Takeaway,0,1,48.73134494,3,5,0
1002,68,Male,140366,Daily,26.8307491,American,Breakfast,7,Casual,Takeaway,0,0,19.00287938,2,3,0
1003,45,Female,109063,Weekly,102.4119088,Chinese,Dinner,6,Business,Takeaway,1,0,55.49955814,5,1,0
1004,57,Male,99335,Rarely,131.0891353,Indian,Lunch,3,Business,Takeaway,1,0,12.31038991,4,1,0
1005,35,Male,121002,Weekly,180.6321515,Chinese,Lunch,5,Business,Takeaway,0,1,15.64421192,4,1,0
1006,20,Female,27928,Rarely,145.2483332,Italian,Dinner,2,Business,Dine-in,0,0,48.1097717,5,3,0
1007,50,Female,28016,Weekly,90.71967577,Mexican,Lunch,1,Celebration,Dine-in,0,1,10.48791076,1,3,0
1008,21,Female,60804,Weekly,41.61750716,Indian,Breakfast,3,Celebration,Takeaway,0,0,31.50086399,3,4,0
1009,43,Male,144992,Rarely,80.07141427,Mexican,Dinner,7,Business,Dine-in,1,0,17.59056893,3,3,0
1010,39,Female,36544,Weekly,29.27427516,American,Dinner,1,Business,Dine-in,0,0,58.36940315,2,4,0
1011,38,Male,78868,Weekly,92.70556798,Mexican,Dinner,4,Business,Takeaway,0,0,14.237746,4,1,0
1012,58,Male,140712,,99.91417892,Indian,Lunch,3,Casual,Takeaway,0,1,39.06641037,2,5,0
1013,45,Female,70378,Monthly,44.60916751,Chinese,Lunch,9,Business,Dine-in,0,0,2.772021534,3,5,0
1014,48,Female,122266,Weekly,122.523021,Italian,Breakfast,4,Celebration,Dine-in,1,0,31.84480879,1,5,1
1015,67,Female,91273,Weekly,98.47489848,Mexican,Breakfast,5,Casual,Dine-in,1,0,26.3095637,3,3,0
1016,50,Female,128686,Monthly,166.9311439,American,Dinner,8,Business,Dine-in,0,0,56.31962849,4,3,0
1017,18,Female,72347,Rarely,16.46855354,American,Dinner,4,Casual,Takeaway,0,1,54.15057911,4,4,0
1018,22,Female,145965,Monthly,51.47988262,American,Breakfast,5,Business,Dine-in,0,0,28.7305997,3,4,0
1019,29,Male,65074,Rarely,59.84302633,Indian,Breakfast,8,Casual,Takeaway,0,0,20.32229576,5,1,0
1020,63,Female,57362,Daily,14.73215794,Italian,Dinner,2,Casual,Takeaway,0,1,45.84981647,1,1,0
1021,51,Female,141449,Weekly,80.42166574,Chinese,Lunch,4,Business,Takeaway,1,0,51.25472025,3,3,0
1022,44,Male,75499,Rarely,83.06768849,Italian,Lunch,2,Business,Dine-in,0,0,59.75947711,2,1,0
1023,47,Male,146044,Rarely,10.96927857,Indian,Lunch,2,Casual,Dine-in,0,0,52.94992443,3,2,0
1024,38,Male,138115,Monthly,25.07198433,Chinese,Breakfast,9,Celebration,Dine-in,0,0,36.68946241,2,2,0
1025,43,Female,116085,,77.73151832,Indian,Breakfast,6,Casual,Takeaway,0,0,7.118831156,1,1,0
1026,18,Male,33560,Monthly,180.9215511,Chinese,Lunch,7,Business,Dine-in,1,1,2.746688416,2,1,0
1027,57,Female,79448,Weekly,100.6748432,Chinese,Breakfast,9,Casual,Takeaway,0,0,9.256491875,3,4,0
1028,34,Male,34492,Monthly,86.01726987,Chinese,Breakfast,8,Casual,Takeaway,1,1,7.060187174,1,5,0
1029,23,Male,80653,Daily,135.0356157,Mexican,Breakfast,4,Celebration,Takeaway,0,1,41.94581409,4,5,1
1030,46,Male,21547,Daily,183.5816482,Indian,Dinner,9,Business,Takeaway,1,0,7.70584753,4,2,0
1031,41,Male,100703,Weekly,118.2529024,American,Breakfast,1,Business,Takeaway,0,0,22.74427324,1,1,0
1032,37,Male,126751,,196.5288181,Indian,Breakfast,9,Business,Takeaway,0,1,42.66816254,5,5,0
1033,52,Male,122629,Rarely,93.23870007,Italian,Lunch,5,Celebration,Takeaway,0,1,23.49591236,3,3,0
1034,69,Female,35930,Weekly,53.30349882,Mexican,Dinner,3,Business,Dine-in,0,0,11.67745929,1,5,0
1035,52,Female,27239,Rarely,111.554271,American,Breakfast,6,Business,Takeaway,0,1,36.27353643,1,5,0
1036,69,Female,96870,Monthly,108.8587512,Chinese,Lunch,3,Business,Dine-in,0,1,32.80896005,3,1,0
1037,25,Female,77102,Daily,32.28842625,Indian,Dinner,9,Casual,Takeaway,1,0,48.18082183,5,1,0
1038,57,Male,28253,Weekly,95.93705691,Indian,Breakfast,6,Business,Takeaway,0,0,54.21689202,2,1,0
1039,36,Male,86014,Weekly,111.5137843,American,Dinner,4,Business,Takeaway,0,0,42.35689645,2,2,0
1040,30,Female,71590,Monthly,110.4682337,Chinese,Dinner,5,Casual,Takeaway,0,1,51.88045723,4,3,0
1041,48,Female,117176,Rarely,91.61688453,Indian,Dinner,3,Celebration,Takeaway,0,1,59.70361939,3,4,0
1042,56,Female,65128,Weekly,58.59423647,Chinese,Dinner,4,Celebration,Dine-in,1,0,53.92503091,4,2,1
1043,65,Female,34010,Weekly,164.0956543,Indian,Lunch,4,Celebration,Dine-in,0,0,8.492395624,4,4,1
1044,67,Female,102874,Monthly,22.77139565,American,Dinner,7,Business,Dine-in,0,0,35.60318674,1,2,0
1045,44,Female,148592,Daily,99.50965851,Italian,Lunch,2,Celebration,Takeaway,0,1,28.26745597,3,3,0
1046,29,Female,132507,Weekly,135.2246308,Indian,Breakfast,8,Celebration,Dine-in,0,1,25.5185012,5,4,1
1047,22,Male,73912,Rarely,198.4449157,Indian,Lunch,3,Celebration,Dine-in,0,0,3.233575571,1,5,1
1048,56,Female,103243,Monthly,73.4378081,Italian,Dinner,3,Business,Takeaway,0,1,57.53913499,2,2,0
1049,26,Female,54777,Monthly,41.32167147,Chinese,Breakfast,7,Business,Takeaway,0,0,49.90272535,1,3,0
1050,60,Female,59793,Weekly,158.6834702,American,Dinner,8,Casual,Dine-in,0,0,8.10296919,1,2,0
1051,34,Female,120607,Weekly,93.71719522,Italian,Breakfast,2,Business,Dine-in,0,0,31.16293629,1,5,0
1052,28,Male,46146,Rarely,11.4470801,American,Dinner,4,Business,Takeaway,1,0,52.80352782,5,1,0
1053,61,Female,63115,Monthly,81.98335001,American,Breakfast,4,Business,Takeaway,1,0,12.83051316,3,1,0
1054,26,Female,21350,Monthly,81.72279174,American,Breakfast,6,Celebration,Takeaway,1,1,50.61513286,1,3,0
1055,57,Male,149142,Monthly,105.2748061,Mexican,Breakfast,5,Business,Takeaway,0,1,35.21888418,5,1,0
1056,32,Female,115387,Weekly,198.8356049,Chinese,Dinner,7,Business,Dine-in,0,0,37.35023525,1,1,0
1057,61,Female,69799,Weekly,67.87915121,American,Dinner,5,Celebration,Dine-in,0,1,24.7088388,3,4,1
1058,53,Male,67998,Daily,112.4594737,Chinese,Lunch,9,Casual,Dine-in,1,0,52.31756722,5,5,0
1059,61,Female,24362,Daily,176.9758554,Chinese,Breakfast,9,Casual,Takeaway,0,0,57.58370682,2,1,0
1060,61,Female,130824,Daily,165.7195705,American,Dinner,6,Casual,Dine-in,0,0,45.08185906,1,5,0
1061,64,Female,48237,,144.211404,Mexican,Lunch,2,Celebration,Dine-in,0,1,24.37742776,2,3,0
1062,55,Male,149421,Monthly,40.5945243,Indian,Breakfast,4,Business,Takeaway,1,0,37.37087756,1,3,0
1063,60,Male,140380,Monthly,145.2608064,American,Dinner,8,Celebration,Dine-in,1,1,36.31157073,1,3,0
1064,68,Female,70712,Monthly,87.31544035,Indian,Lunch,7,Celebration,Takeaway,0,1,34.17440332,2,1,0
1065,41,Female,70691,Monthly,44.77217664,American,Dinner,4,Casual,Takeaway,0,0,33.33079978,5,1,0
1066,47,Female,45934,Daily,38.4669808,Mexican,Breakfast,9,Casual,Dine-in,1,0,56.81307028,3,4,0
1067,40,Female,117841,Daily,186.7692941,Italian,Dinner,6,Business,Takeaway,1,0,56.37740242,3,5,0
1068,19,Male,44314,Daily,176.1267306,Indian,Lunch,8,Casual,Takeaway,0,0,59.6684309,4,5,0
1069,20,Male,50976,Monthly,57.462235,Mexican,Dinner,2,Celebration,Dine-in,0,0,12.29715814,5,3,0
1070,41,Male,46185,Weekly,162.4669351,Italian,Lunch,4,Business,Dine-in,0,0,48.9699712,5,2,0
1071,68,Male,45559,Monthly,78.10107465,Mexican,Dinner,3,Casual,Takeaway,0,1,8.87285319,3,4,0
1072,67,Female,126820,Rarely,88.72604787,Mexican,Breakfast,9,Casual,Takeaway,0,1,54.95729343,1,3,0
1073,25,Female,27880,Weekly,69.88860001,American,Breakfast,2,Celebration,Takeaway,0,1,52.34429971,5,1,0
1074,31,Female,143444,Weekly,193.5060943,Indian,Breakfast,1,Casual,Takeaway,0,1,28.50586795,2,1,0
1075,22,Male,80939,Rarely,160.0137441,American,Lunch,4,Business,Takeaway,0,0,25.8819506,5,5,0
1076,51,Female,41323,Rarely,49.91081233,Italian,Lunch,7,Celebration,Dine-in,0,1,50.49770274,2,4,0
1077,42,Male,139698,Weekly,27.2091961,Italian,Lunch,4,Casual,Takeaway,1,0,56.91804423,1,1,0
1078,62,Female,146013,Daily,134.82591,Mexican,Breakfast,6,Celebration,Dine-in,0,0,25.79610597,4,1,1
1079,47,Female,64438,Monthly,39.87761626,Italian,Breakfast,8,Business,Dine-in,0,0,47.96887205,2,3,0
1080,37,Male,71616,Daily,184.3755789,Italian,Lunch,2,Celebration,Takeaway,1,0,36.78206426,4,4,1
1081,45,Male,71243,Weekly,58.18597237,Mexican,Breakfast,7,Business,Takeaway,0,0,2.701948017,3,1,0
1082,57,Female,133991,Weekly,101.8545701,American,Lunch,7,Casual,Takeaway,1,1,49.58527467,3,5,0
1083,47,Male,95530,Rarely,68.10956435,Mexican,Breakfast,4,Celebration,Dine-in,0,0,38.35548852,4,2,0
1084,25,Male,94123,Weekly,127.0128317,American,Breakfast,6,Celebration,Dine-in,0,1,10.20650084,4,4,1
1085,21,Male,65952,Weekly,100.054897,Mexican,Breakfast,4,Business,Dine-in,0,0,7.412754153,2,5,0
1086,28,Female,140284,Daily,148.4950145,Indian,Dinner,8,Business,Takeaway,0,1,0.674334697,1,1,0
1087,36,Male,145234,Monthly,189.6222389,Chinese,Dinner,5,Casual,Dine-in,1,1,12.22120339,5,5,1
1088,31,Male,120134,,103.5921363,Italian,Breakfast,1,Celebration,Takeaway,1,1,29.88821299,3,1,0
1089,55,Male,122958,Weekly,98.18515109,Chinese,Lunch,4,Business,Takeaway,0,0,32.27213979,4,4,0
1090,42,Female,20864,Monthly,31.26806066,Chinese,Lunch,5,Business,Dine-in,0,0,10.56001752,1,3,0
1091,55,Male,125245,Rarely,115.4615974,Chinese,Dinner,5,Casual,Takeaway,1,1,51.1278083,5,5,0
1092,56,Female,48734,Rarely,15.57910341,Indian,Dinner,8,Casual,Dine-in,0,0,39.19231652,5,2,0
1093,19,Female,133974,Weekly,153.6670509,Chinese,Dinner,4,Casual,Dine-in,0,0,33.84525616,3,1,0
1094,47,Female,60541,Monthly,118.1129083,Chinese,Breakfast,8,Casual,Takeaway,1,1,19.22444011,5,1,0
1095,39,Male,41740,Rarely,152.3100634,Italian,Lunch,4,Casual,Takeaway,0,1,12.22010187,1,2,0
1096,41,Female,20437,Monthly,96.5025745,Mexican,Breakfast,2,Celebration,Takeaway,0,1,9.352367379,1,1,0
1097,48,Female,70837,Monthly,19.26194895,Mexican,Breakfast,3,Business,Dine-in,1,0,42.2131808,5,1,0
1098,58,Female,48478,Rarely,192.5075289,American,Lunch,4,Celebration,Takeaway,0,1,52.43018094,3,3,0
1099,21,Female,90253,Monthly,32.29738046,Indian,Lunch,9,Celebration,Takeaway,0,1,9.364398704,3,1,0
1100,39,Female,88776,Weekly,86.67961393,Chinese,Breakfast,4,Casual,Dine-in,0,1,22.18299768,4,5,1
1101,45,Male,62363,Weekly,171.6511616,Chinese,Breakfast,2,Business,Dine-in,0,1,2.130986242,1,3,0
1102,32,Female,124333,Monthly,199.7501522,Mexican,Breakfast,9,Business,Dine-in,1,1,11.8628119,2,1,0
1103,69,Male,71823,Monthly,100.320033,Italian,Lunch,2,Casual,Dine-in,1,1,57.81199643,4,3,0
1104,36,Male,81870,Weekly,102.9341372,American,Lunch,3,Business,Takeaway,1,0,11.28681428,1,1,0
1105,58,Female,120168,Daily,68.92944076,Indian,Breakfast,5,Casual,Takeaway,1,1,25.97744855,3,2,0
1106,69,Female,145251,Rarely,194.9335198,Indian,Dinner,9,Celebration,Dine-in,0,0,8.555953437,5,4,0
1107,34,Female,144501,Weekly,183.1152069,Indian,Lunch,1,Celebration,Takeaway,0,0,52.91518026,5,2,0
1108,37,Female,28128,Weekly,35.10636593,Chinese,Breakfast,7,Business,Dine-in,1,1,15.9748712,1,5,0
1109,47,Male,80952,Rarely,101.3860566,Indian,Dinner,8,Casual,Dine-in,0,1,4.410357104,3,2,0
1110,44,Female,38973,Rarely,134.6425406,Italian,Dinner,4,Business,Dine-in,0,0,45.40430335,5,1,0
1111,32,Male,70688,Monthly,150.5816282,Mexican,Lunch,9,Celebration,Dine-in,1,1,1.37407904,4,4,1
1112,19,Male,35961,Rarely,184.8350561,Italian,Breakfast,7,Business,Takeaway,0,0,38.54786596,3,1,0
1113,58,Female,24600,,136.8691973,American,Dinner,8,Business,Dine-in,0,0,38.89607753,4,5,0
1114,68,Female,47270,Weekly,146.6904716,Chinese,Lunch,7,Business,Dine-in,1,0,12.90779038,4,3,0
1115,37,Female,149652,Daily,178.9922404,Chinese,Breakfast,4,Casual,Dine-in,0,0,22.49462744,2,3,0
1116,22,Female,77107,Weekly,61.99749482,Indian,Lunch,1,Casual,Dine-in,1,1,37.41645042,5,1,1
1117,25,Female,140159,Rarely,54.43583197,Chinese,Dinner,2,Celebration,Takeaway,1,0,58.38655771,1,2,0
1118,52,Male,132576,Weekly,26.49713967,Italian,Breakfast,8,Business,Dine-in,0,1,12.7869142,4,4,0
1119,59,Male,23400,Weekly,75.5570947,Indian,Lunch,9,Business,Takeaway,1,0,58.56066414,5,5,0
1120,52,Male,102238,Monthly,139.2964746,Indian,Breakfast,8,Celebration,Dine-in,1,0,33.31342093,3,1,0
1121,35,Male,144479,Monthly,66.53658256,Chinese,Breakfast,7,Casual,Dine-in,0,0,0.032506827,3,4,0
1122,42,Male,52609,Weekly,70.10524481,Chinese,Breakfast,5,Casual,Dine-in,0,1,12.68770027,2,4,0
1123,25,Male,66790,Rarely,30.69331906,Chinese,Dinner,1,Casual,Dine-in,1,1,9.156306775,5,1,0
1124,22,Male,45151,Weekly,134.892007,Indian,Dinner,1,Casual,Takeaway,0,1,32.19485338,4,2,0
1125,53,Male,59341,Weekly,48.51764976,Mexican,Dinner,7,Celebration,Takeaway,1,0,40.87133946,5,4,0
1126,35,Male,134469,Monthly,78.24127697,Italian,Breakfast,5,Business,Dine-in,0,0,46.15261398,4,1,0
1127,68,Female,109615,Weekly,188.3332916,Chinese,Lunch,6,Celebration,Takeaway,0,1,50.93668576,3,4,0
1128,64,Female,121256,Daily,87.15500756,Chinese,Dinner,2,Celebration,Dine-in,0,1,52.52621919,2,4,1
